日期,借书量
2016-08-27,122.0
2016-08-28,0.0
2016-08-29,139.0
2016-08-30,98.0
2016-08-31,97.0
2016-09-01,155.0
2016-09-02,202.0
2016-09-03,320.0
2016-09-04,755.0
2016-09-05,1226.0
2016-09-06,1510.0
2016-09-07,1029.0
2016-09-08,633.0
2016-09-09,649.0
2016-09-10,670.0
2016-09-11,769.0
2016-09-12,720.0
2016-09-13,663.0
2016-09-14,420.0
2016-09-15,300.0
2016-09-16,451.0
2016-09-17,581.0
2016-09-18,624.0
2016-09-19,640.0
2016-09-20,582.0
2016-09-21,491.0
2016-09-22,511.0
2016-09-23,454.0
2016-09-24,426.0
2016-09-25,465.0
2016-09-26,169.0
2016-09-27,407.0
2016-09-28,401.0
2016-09-29,365.0
2016-09-30,429.0
2016-10-01,151.0
2016-10-02,196.0
2016-10-03,167.0
2016-10-04,228.0
2016-10-05,168.0
2016-10-06,269.0
2016-10-07,230.0
2016-10-08,405.0
2016-10-09,524.0
2016-10-10,351.0
2016-10-11,421.0
2016-10-12,399.0
2016-10-13,356.0
2016-10-14,367.0
2016-10-15,275.0
2016-10-16,218.0
2016-10-17,348.0
2016-10-18,295.0
2016-10-19,351.0
2016-10-20,320.0
2016-10-21,329.0
2016-10-22,288.0
2016-10-23,320.0
2016-10-24,337.0
2016-10-25,363.0
2016-10-26,446.0
2016-10-27,364.0
2016-10-28,439.0
2016-10-29,350.0
2016-10-30,418.0
2016-10-31,1085.0
2016-11-01,977.0
2016-11-02,842.0
2016-11-03,831.0
2016-11-04,657.0
2016-11-05,393.0
2016-11-06,428.0
2016-11-07,443.0
2016-11-08,493.0
2016-11-09,498.0
2016-11-10,284.0
2016-11-11,344.0
2016-11-12,309.0
2016-11-13,351.0
2016-11-14,378.0
2016-11-15,482.0
2016-11-16,373.0
2016-11-17,387.0
2016-11-18,345.0
2016-11-19,268.0
2016-11-20,289.0
2016-11-21,327.0
2016-11-22,293.0
2016-11-23,300.0
2016-11-24,286.0
2016-11-25,305.0
2016-11-26,236.0
2016-11-27,281.0
2016-11-28,377.0
2016-11-29,456.0
2016-11-30,391.0
2016-12-01,331.0
2016-12-02,223.0
2016-12-03,277.0
2016-12-04,315.0
2016-12-05,316.0
2016-12-06,307.0
2016-12-07,338.0
2016-12-08,254.0
2016-12-09,275.0
2016-12-10,247.0
2016-12-11,206.0
2016-12-12,252.0
2016-12-13,275.0
2016-12-14,262.0
2016-12-15,255.0
2016-12-16,231.0
2016-12-17,168.0
2016-12-18,325.0
2016-12-19,341.0
2016-12-20,343.0
2016-12-21,375.0
2016-12-22,326.0
2016-12-23,358.0
2016-12-24,257.0
2016-12-25,338.0
2016-12-26,493.0
2016-12-27,608.0
2016-12-28,793.0
2016-12-29,816.0
2016-12-30,1148.0
2016-12-31,732.0
